order_id,customer_id,amount,ordered_at,status,file_id
6097,68,10,2026-06-07,paid,orders_06.csv
6098,334,20,2026-06-18,fulfilled,orders_06.csv
6099,251,80,2026-06-22,cancelled,orders_06.csv
6100,188,120,2026-06-05,paid,orders_06.csv
6101,234,80,2026-06-07,cancelled,orders_06.csv
6102,27,80,2026-06-22,paid,orders_06.csv
6103,273,10,2026-06-01,fulfilled,orders_06.csv
6104,166,10,2026-06-19,paid,orders_06.csv
6105,225,20,2026-06-08,paid,orders_06.csv
6106,108,120,2026-06-23,cancelled,orders_06.csv
6107,233,35,2026-06-20,fulfilled,orders_06.csv
6108,105,10,2026-06-07,paid,orders_06.csv
6109,328,10,2026-06-14,paid,orders_06.csv
6110,37,120,2026-06-05,cancelled,orders_06.csv
6111,93,10,2026-06-16,cancelled,orders_06.csv
6112,85,35,2026-06-24,paid,orders_06.csv
6113,369,80,2026-06-22,paid,orders_06.csv
6114,109,50,2026-06-26,paid,orders_06.csv
6115,399,80,2026-06-05,paid,orders_06.csv
6116,52,35,2026-06-17,paid,orders_06.csv
6117,47,10,2026-06-07,fulfilled,orders_06.csv
6118,338,120,2026-06-08,paid,orders_06.csv
6119,227,80,2026-06-23,fulfilled,orders_06.csv
6120,30,80,2026-06-05,paid,orders_06.csv
6121,82,120,2026-06-02,fulfilled,orders_06.csv
6122,389,15,2026-06-10,cancelled,orders_06.csv
6123,164,80,2026-06-26,cancelled,orders_06.csv
6124,79,20,2026-06-24,paid,orders_06.csv
6125,281,120,2026-06-11,paid,orders_06.csv
6126,341,15,2026-06-05,fulfilled,orders_06.csv
6127,168,35,2026-06-02,paid,orders_06.csv
6128,150,15,2026-06-21,cancelled,orders_06.csv
6129,48,15,2026-06-23,fulfilled,orders_06.csv
6130,373,15,2026-06-05,fulfilled,orders_06.csv
6131,348,35,2026-06-11,paid,orders_06.csv
6132,181,10,2026-06-02,paid,orders_06.csv
6133,269,50,2026-06-21,paid,orders_06.csv
6134,251,20,2026-06-10,paid,orders_06.csv
6135,255,10,2026-06-25,paid,orders_06.csv
6136,144,120,2026-06-16,paid,orders_06.csv
6137,299,50,2026-06-20,paid,orders_06.csv
6138,72,35,2026-06-07,paid,orders_06.csv
6139,392,120,2026-06-25,paid,orders_06.csv
6140,154,10,2026-06-19,cancelled,orders_06.csv
6141,52,10,2026-06-20,paid,orders_06.csv
6142,78,80,2026-06-07,paid,orders_06.csv
6143,89,20,2026-06-02,paid,orders_06.csv
6144,247,15,2026-06-15,paid,orders_06.csv
6145,187,15,2026-06-24,paid,orders_06.csv
6146,153,120,2026-06-26,paid,orders_06.csv
6147,287,35,2026-06-24,paid,orders_06.csv
6148,283,10,2026-06-24,paid,orders_06.csv
6149,202,35,2026-06-20,paid,orders_06.csv
6150,21,50,2026-06-02,cancelled,orders_06.csv
6151,212,80,2026-06-04,paid,orders_06.csv
6152,296,120,2026-06-14,paid,orders_06.csv
6153,192,80,2026-06-03,paid,orders_06.csv
6154,87,80,2026-06-12,paid,orders_06.csv
6155,3,120,2026-06-11,fulfilled,orders_06.csv
6156,77,20,2026-06-10,paid,orders_06.csv
6157,123,10,2026-06-04,paid,orders_06.csv
6158,139,50,2026-06-16,cancelled,orders_06.csv
6159,167,35,2026-06-04,paid,orders_06.csv
6160,292,50,2026-06-06,paid,orders_06.csv
6161,132,20,2026-06-17,paid,orders_06.csv
6162,207,50,2026-06-10,paid,orders_06.csv
6163,123,80,2026-06-05,cancelled,orders_06.csv
6164,123,10,2026-06-17,paid,orders_06.csv
6165,28,35,2026-06-04,cancelled,orders_06.csv
6166,353,80,2026-06-07,paid,orders_06.csv
6167,385,15,2026-06-03,paid,orders_06.csv
6168,136,10,2026-06-27,fulfilled,orders_06.csv
6169,320,50,2026-06-13,paid,orders_06.csv
6170,292,10,2026-06-10,paid,orders_06.csv
6171,297,15,2026-06-22,paid,orders_06.csv
6172,305,120,2026-06-08,cancelled,orders_06.csv
6173,32,120,2026-06-23,paid,orders_06.csv
6174,307,20,2026-06-03,paid,orders_06.csv
6175,111,50,2026-06-02,paid,orders_06.csv
6176,156,20,2026-06-27,paid,orders_06.csv
6177,389,35,2026-06-26,cancelled,orders_06.csv
6178,94,10,2026-06-30,paid,orders_06.csv
6179,211,120,2026-06-30,fulfilled,orders_06.csv
6180,46,120,2026-06-02,paid,orders_06.csv
6181,376,50,2026-06-05,paid,orders_06.csv
6182,177,120,2026-06-05,paid,orders_06.csv
6183,102,15,2026-06-07,paid,orders_06.csv
6184,35,10,2026-06-23,fulfilled,orders_06.csv
6185,255,50,2026-06-02,paid,orders_06.csv
6186,36,120,2026-06-30,cancelled,orders_06.csv
6187,33,15,2026-06-21,paid,orders_06.csv
6188,188,120,2026-06-28,fulfilled,orders_06.csv
6189,334,80,2026-06-03,paid,orders_06.csv
6190,84,120,2026-06-19,fulfilled,orders_06.csv
6191,396,80,2026-06-22,fulfilled,orders_06.csv
6192,133,120,2026-06-05,paid,orders_06.csv
6193,28,80,2026-06-29,fulfilled,orders_06.csv
6194,349,50,2026-06-27,paid,orders_06.csv
6195,198,120,2026-06-14,cancelled,orders_06.csv
6196,383,50,2026-06-10,cancelled,orders_06.csv
6197,324,10,2026-06-21,paid,orders_06.csv
6198,130,120,2026-06-26,paid,orders_06.csv
6199,102,50,2026-06-08,fulfilled,orders_06.csv
6200,122,35,2026-06-18,cancelled,orders_06.csv
6201,351,80,2026-06-30,paid,orders_06.csv
6202,340,120,2026-06-13,fulfilled,orders_06.csv
6203,321,80,2026-06-26,paid,orders_06.csv
6204,195,35,2026-06-27,paid,orders_06.csv
6205,335,80,2026-06-08,paid,orders_06.csv
6206,305,120,2026-06-22,fulfilled,orders_06.csv
6207,157,10,2026-06-26,paid,orders_06.csv
6208,310,10,2026-06-16,paid,orders_06.csv
6209,244,35,2026-06-29,fulfilled,orders_06.csv
6210,154,35,2026-06-20,paid,orders_06.csv
6211,280,15,2026-06-11,paid,orders_06.csv
6212,202,120,2026-06-12,fulfilled,orders_06.csv
6213,17,20,2026-06-20,paid,orders_06.csv
6214,139,15,2026-06-03,fulfilled,orders_06.csv
6215,339,50,2026-06-14,paid,orders_06.csv
6216,111,80,2026-06-04,paid,orders_06.csv
6217,95,35,2026-06-13,paid,orders_06.csv
6218,78,20,2026-06-11,paid,orders_06.csv
6219,180,120,2026-06-08,cancelled,orders_06.csv
6220,256,20,2026-07-10,cancelled,orders_07.csv
6221,311,15,2026-07-26,paid,orders_07.csv
6222,270,10,2026-07-13,paid,orders_07.csv
6223,90,10,2026-07-28,paid,orders_07.csv
6224,290,120,2026-07-15,paid,orders_07.csv
6225,181,80,2026-07-24,paid,orders_07.csv
6226,377,120,2026-07-18,cancelled,orders_07.csv
6227,193,15,2026-07-22,paid,orders_07.csv
6228,214,10,2026-07-22,cancelled,orders_07.csv
6229,170,35,2026-07-20,paid,orders_07.csv
6230,152,20,2026-07-31,paid,orders_07.csv
6231,364,80,2026-07-22,fulfilled,orders_07.csv
6232,268,120,2026-07-31,paid,orders_07.csv
6233,336,35,2026-07-30,fulfilled,orders_07.csv
6234,355,10,2026-07-12,paid,orders_07.csv
6235,350,10,2026-07-29,cancelled,orders_07.csv
6236,230,20,2026-07-13,cancelled,orders_07.csv
6237,78,80,2026-07-29,cancelled,orders_07.csv
6238,235,10,2026-07-24,paid,orders_07.csv
6239,71,10,2026-07-16,paid,orders_07.csv
6240,97,50,2026-07-05,cancelled,orders_07.csv
6241,24,35,2026-07-17,paid,orders_07.csv
6242,302,80,2026-07-24,paid,orders_07.csv
6243,391,15,2026-07-21,paid,orders_07.csv
6244,279,10,2026-07-25,fulfilled,orders_07.csv
6245,209,80,2026-07-18,paid,orders_07.csv
6246,347,80,2026-07-26,fulfilled,orders_07.csv
6247,364,20,2026-07-16,paid,orders_07.csv
6248,83,120,2026-07-11,cancelled,orders_07.csv
6249,25,120,2026-07-16,cancelled,orders_07.csv
6250,72,15,2026-07-12,cancelled,orders_07.csv
6251,32,15,2026-07-26,paid,orders_07.csv
6252,267,15,2026-07-24,paid,orders_07.csv
6253,28,50,2026-07-30,paid,orders_07.csv
6254,398,20,2026-07-13,paid,orders_07.csv
6255,159,35,2026-07-09,paid,orders_07.csv
6256,165,35,2026-07-20,fulfilled,orders_07.csv
6257,349,20,2026-07-04,paid,orders_07.csv
6258,164,35,2026-07-13,fulfilled,orders_07.csv
6259,58,15,2026-07-09,cancelled,orders_07.csv
6260,257,120,2026-07-15,fulfilled,orders_07.csv
6261,82,120,2026-07-21,paid,orders_07.csv
6262,78,20,2026-07-02,cancelled,orders_07.csv
6263,339,50,2026-07-16,fulfilled,orders_07.csv
6264,40,20,2026-07-25,fulfilled,orders_07.csv
6265,368,35,2026-07-12,cancelled,orders_07.csv
6266,148,120,2026-07-26,paid,orders_07.csv
6267,231,120,2026-07-09,paid,orders_07.csv
6268,273,120,2026-07-02,cancelled,orders_07.csv
6269,182,50,2026-07-10,paid,orders_07.csv
6270,125,10,2026-07-09,cancelled,orders_07.csv
6271,386,50,2026-07-04,fulfilled,orders_07.csv
6272,365,10,2026-07-27,paid,orders_07.csv
6273,331,15,2026-07-06,paid,orders_07.csv
6274,207,35,2026-07-25,paid,orders_07.csv
6275,201,35,2026-07-13,paid,orders_07.csv
6276,96,80,2026-07-12,paid,orders_07.csv
6277,377,50,2026-07-18,fulfilled,orders_07.csv
6278,148,15,2026-07-22,paid,orders_07.csv
6279,350,10,2026-07-11,fulfilled,orders_07.csv
6280,258,10,2026-07-03,cancelled,orders_07.csv
6281,121,50,2026-07-22,fulfilled,orders_07.csv
6282,110,50,2026-07-13,paid,orders_07.csv
6283,348,120,2026-07-26,paid,orders_07.csv
6284,114,80,2026-07-05,paid,orders_07.csv
6285,64,20,2026-07-17,paid,orders_07.csv
6286,333,35,2026-07-24,paid,orders_07.csv
6287,332,80,2026-07-05,fulfilled,orders_07.csv
6288,141,80,2026-07-20,paid,orders_07.csv
6289,309,50,2026-07-25,cancelled,orders_07.csv
6290,312,15,2026-07-09,paid,orders_07.csv
6291,49,20,2026-07-10,cancelled,orders_07.csv
6292,41,20,2026-07-29,paid,orders_07.csv
6293,265,10,2026-07-23,paid,orders_07.csv
6294,167,15,2026-07-27,paid,orders_07.csv
6295,323,120,2026-07-15,paid,orders_07.csv
6296,141,50,2026-07-15,paid,orders_07.csv
6297,303,50,2026-07-15,cancelled,orders_07.csv
6298,17,10,2026-07-26,cancelled,orders_07.csv
6299,240,10,2026-07-27,fulfilled,orders_07.csv
6300,151,80,2026-07-08,paid,orders_07.csv
6301,170,50,2026-07-31,cancelled,orders_07.csv
6302,112,50,2026-07-08,paid,orders_07.csv
6303,296,50,2026-07-10,paid,orders_07.csv
6304,399,15,2026-07-08,paid,orders_07.csv
6305,259,20,2026-07-26,fulfilled,orders_07.csv
6306,33,80,2026-07-12,paid,orders_07.csv
6307,46,50,2026-07-24,paid,orders_07.csv
6308,200,50,2026-07-13,cancelled,orders_07.csv
6309,116,80,2026-07-14,paid,orders_07.csv
6310,191,50,2026-07-26,paid,orders_07.csv
6311,129,10,2026-07-22,fulfilled,orders_07.csv
6312,69,35,2026-07-19,fulfilled,orders_07.csv
6313,363,50,2026-07-22,fulfilled,orders_07.csv
6314,175,50,2026-07-07,paid,orders_07.csv
6315,207,15,2026-07-04,paid,orders_07.csv
6316,100,10,2026-07-25,cancelled,orders_07.csv
6317,225,120,2026-07-01,paid,orders_07.csv
6318,361,80,2026-07-26,paid,orders_07.csv
6319,136,15,2026-07-25,cancelled,orders_07.csv
6320,360,120,2026-07-25,paid,orders_07.csv
6321,12,80,2026-07-24,cancelled,orders_07.csv
6322,9,10,2026-07-24,paid,orders_07.csv
6323,214,10,2026-07-07,cancelled,orders_07.csv
6324,286,20,2026-07-09,paid,orders_07.csv
6325,324,20,2026-07-19,paid,orders_07.csv
6326,54,10,2026-07-10,paid,orders_07.csv
6327,182,35,2026-07-23,paid,orders_07.csv
6328,366,35,2026-07-26,paid,orders_07.csv
6329,55,120,2026-07-11,paid,orders_07.csv
6330,399,35,2026-07-12,fulfilled,orders_07.csv
6331,173,120,2026-07-03,paid,orders_07.csv
6332,66,120,2026-07-16,paid,orders_07.csv
6333,289,20,2026-07-17,cancelled,orders_07.csv
6334,108,20,2026-07-13,paid,orders_07.csv
6335,11,15,2026-07-22,paid,orders_07.csv
6336,266,35,2026-07-31,fulfilled,orders_07.csv
6337,224,15,2026-07-06,paid,orders_07.csv
6338,57,15,2026-07-01,cancelled,orders_07.csv
6339,195,10,2026-07-18,paid,orders_07.csv
6340,45,35,2026-07-27,paid,orders_07.csv
6341,294,50,2026-07-07,paid,orders_07.csv
6342,166,20,2026-07-28,cancelled,orders_07.csv
6343,237,35,2026-07-18,paid,orders_07.csv
6344,125,15,2026-07-01,paid,orders_07.csv
6345,54,10,2026-07-13,cancelled,orders_07.csv
6346,65,15,2026-07-29,fulfilled,orders_07.csv
6347,293,50,2026-07-15,fulfilled,orders_07.csv
6348,35,50,2026-07-25,paid,orders_07.csv
6349,241,15,2026-07-28,fulfilled,orders_07.csv
6350,345,120,2026-07-21,paid,orders_07.csv
6351,333,35,2026-07-23,fulfilled,orders_07.csv
6352,73,10,2026-07-20,fulfilled,orders_07.csv
6353,196,10,2026-07-20,paid,orders_07.csv
6354,118,10,2026-07-26,fulfilled,orders_07.csv
6355,382,120,2026-07-19,paid,orders_07.csv
6356,379,80,2026-07-21,paid,orders_07.csv
6357,49,15,2026-07-08,paid,orders_07.csv
6358,239,10,2026-07-02,fulfilled,orders_07.csv
6359,113,120,2026-07-08,paid,orders_07.csv
6360,285,80,2026-07-30,cancelled,orders_07.csv
6361,212,20,2026-07-30,paid,orders_07.csv
6362,240,10,2026-07-05,fulfilled,orders_07.csv
6363,54,120,2026-07-25,paid,orders_07.csv
6364,74,120,2026-07-06,cancelled,orders_07.csv
6365,316,50,2026-07-06,paid,orders_07.csv
6366,262,120,2026-07-04,fulfilled,orders_07.csv
6367,2,10,2026-07-30,paid,orders_07.csv
6368,332,120,2026-07-18,paid,orders_07.csv
6369,288,50,2026-07-17,cancelled,orders_07.csv
6370,276,10,2026-07-20,paid,orders_07.csv
6371,280,50,2026-07-22,paid,orders_07.csv
6372,204,80,2026-07-15,paid,orders_07.csv
6373,382,15,2026-07-18,paid,orders_07.csv
6374,260,120,2026-07-06,fulfilled,orders_07.csv
6375,63,80,2026-07-07,paid,orders_07.csv
6376,220,10,2026-07-22,cancelled,orders_07.csv
6377,280,50,2026-07-03,paid,orders_07.csv
6378,49,10,2026-07-22,paid,orders_07.csv
6379,52,10,2026-07-28,paid,orders_07.csv
6380,155,20,2026-07-09,paid,orders_07.csv
6381,253,50,2026-07-05,cancelled,orders_07.csv
6382,394,15,2026-07-11,paid,orders_07.csv
6383,39,10,2026-07-03,paid,orders_07.csv
6384,355,120,2026-07-22,cancelled,orders_07.csv
6385,267,35,2026-07-07,fulfilled,orders_07.csv
6386,313,50,2026-07-14,paid,orders_07.csv
6387,389,80,2026-07-30,paid,orders_07.csv
6388,12,120,2026-07-30,paid,orders_07.csv
6389,374,10,2026-07-23,paid,orders_07.csv
6390,221,120,2026-07-28,paid,orders_07.csv
6391,317,20,2026-07-06,fulfilled,orders_07.csv
6392,362,15,2026-07-09,paid,orders_07.csv
6393,154,120,2026-07-26,paid,orders_07.csv
6394,167,35,2026-07-01,paid,orders_07.csv
6395,227,15,2026-07-06,fulfilled,orders_07.csv
6396,320,120,2026-07-25,paid,orders_07.csv
6397,128,10,2026-07-09,fulfilled,orders_07.csv
6398,11,20,2026-07-18,paid,orders_07.csv
6399,183,120,2026-07-18,paid,orders_07.csv
6400,395,120,2026-07-01,paid,orders_07.csv
6401,176,120,2026-07-29,paid,orders_07.csv
6402,83,10,2026-07-18,paid,orders_07.csv
6403,161,35,2026-07-27,paid,orders_07.csv
6404,33,50,2026-07-12,paid,orders_07.csv
6405,235,15,2026-07-31,paid,orders_07.csv
6406,28,80,2026-07-17,cancelled,orders_07.csv
6407,209,50,2026-07-08,paid,orders_07.csv
6408,109,15,2026-07-21,paid,orders_07.csv
6409,7,80,2026-07-25,paid,orders_07.csv
6410,367,10,2026-07-14,paid,orders_07.csv
6411,225,50,2026-07-20,paid,orders_07.csv
6412,382,20,2026-07-23,fulfilled,orders_07.csv
6413,175,20,2026-07-08,paid,orders_07.csv
6414,354,120,2026-07-03,paid,orders_07.csv
6415,133,50,2026-07-21,cancelled,orders_07.csv
6416,336,10,2026-07-05,cancelled,orders_07.csv
6417,356,35,2026-07-03,paid,orders_07.csv
6418,33,80,2026-07-03,paid,orders_07.csv
6419,8,10,2026-07-18,paid,orders_07.csv
6420,73,50,2026-07-03,paid,orders_07.csv
6421,253,80,2026-07-24,cancelled,orders_07.csv
6422,141,120,2026-07-23,fulfilled,orders_07.csv
6423,52,20,2026-07-06,paid,orders_07.csv
6424,210,80,2026-07-13,paid,orders_07.csv
6425,373,10,2026-07-15,fulfilled,orders_07.csv
6426,166,120,2026-07-11,paid,orders_07.csv
6427,199,120,2026-07-01,paid,orders_07.csv
6428,107,120,2026-07-04,paid,orders_07.csv
6429,172,20,2026-07-22,cancelled,orders_07.csv
6430,98,10,2026-07-01,paid,orders_07.csv
6431,338,80,2026-07-06,cancelled,orders_07.csv
6432,339,20,2026-07-10,paid,orders_07.csv
6433,74,35,2026-07-02,paid,orders_07.csv
6434,30,35,2026-07-27,paid,orders_07.csv
6435,46,50,2026-07-21,cancelled,orders_07.csv
6436,32,10,2026-07-08,paid,orders_07.csv
6437,138,120,2026-07-01,paid,orders_07.csv
6438,182,20,2026-07-30,cancelled,orders_07.csv
6439,91,15,2026-07-24,paid,orders_07.csv
6440,378,20,2026-07-26,paid,orders_07.csv
6441,86,50,2026-07-12,paid,orders_07.csv
6442,128,120,2026-07-28,paid,orders_07.csv
6443,390,35,2026-07-10,paid,orders_07.csv
6444,333,15,2026-07-08,paid,orders_07.csv
6445,197,120,2026-07-25,paid,orders_07.csv
6446,329,35,2026-07-08,paid,orders_07.csv
6447,4,10,2026-07-28,paid,orders_07.csv
6448,194,120,2026-07-22,paid,orders_07.csv
6449,145,10,2026-07-08,fulfilled,orders_07.csv
6450,250,10,2026-07-15,paid,orders_07.csv
6451,285,80,2026-07-15,fulfilled,orders_07.csv
6452,208,10,2026-07-03,fulfilled,orders_07.csv
6453,89,15,2026-07-16,fulfilled,orders_07.csv
6454,32,10,2026-07-15,paid,orders_07.csv
6455,137,20,2026-07-03,fulfilled,orders_07.csv
6456,123,20,2026-07-16,cancelled,orders_07.csv
6457,37,50,2026-07-02,paid,orders_07.csv
6458,382,15,2026-07-16,cancelled,orders_07.csv
6459,193,10,2026-07-20,paid,orders_07.csv
6460,222,50,2026-07-31,paid,orders_07.csv
6461,268,15,2026-07-08,cancelled,orders_07.csv
6462,162,15,2026-07-28,paid,orders_07.csv
6463,245,20,2026-07-03,fulfilled,orders_07.csv
6464,236,120,2026-07-30,paid,orders_07.csv
6465,232,80,2026-07-03,paid,orders_07.csv
6466,106,20,2026-07-04,paid,orders_07.csv
6467,62,80,2026-07-03,fulfilled,orders_07.csv
6468,132,15,2026-07-16,cancelled,orders_07.csv
6469,322,80,2026-07-01,cancelled,orders_07.csv
6470,13,80,2026-07-29,fulfilled,orders_07.csv
6471,380,10,2026-07-22,cancelled,orders_07.csv
6472,120,120,2026-07-21,fulfilled,orders_07.csv
6473,310,15,2026-07-22,paid,orders_07.csv
6474,199,120,2026-07-05,paid,orders_07.csv
6475,22,120,2026-07-24,paid,orders_07.csv
6476,334,15,2026-07-22,paid,orders_07.csv
6477,307,35,2026-07-01,paid,orders_07.csv
6478,112,120,2026-07-15,paid,orders_07.csv
6479,225,15,2026-07-10,paid,orders_07.csv
6480,384,20,2026-07-10,cancelled,orders_07.csv
6481,34,35,2026-07-07,paid,orders_07.csv
6482,85,10,2026-07-22,paid,orders_07.csv
6483,248,15,2026-07-31,paid,orders_07.csv
6484,192,50,2026-07-16,fulfilled,orders_07.csv
6485,109,50,2026-07-22,paid,orders_07.csv
6486,241,15,2026-07-07,paid,orders_07.csv
6487,234,20,2026-07-26,paid,orders_07.csv
6488,387,20,2026-07-31,paid,orders_07.csv
6489,91,20,2026-07-14,fulfilled,orders_07.csv
6490,363,10,2026-07-22,cancelled,orders_07.csv
6491,395,15,2026-07-12,paid,orders_07.csv
6492,1,15,2026-07-27,cancelled,orders_07.csv
6493,133,50,2026-07-26,fulfilled,orders_07.csv
6494,288,50,2026-07-16,fulfilled,orders_07.csv
6495,134,15,2026-07-05,cancelled,orders_07.csv
6496,141,35,2026-07-04,paid,orders_07.csv
6497,71,50,2026-07-30,paid,orders_07.csv
6498,165,120,2026-07-19,paid,orders_07.csv
6499,120,35,2026-07-06,paid,orders_07.csv
6500,300,120,2026-07-03,fulfilled,orders_07.csv
6501,210,20,2026-07-26,cancelled,orders_07.csv
6502,115,120,2026-07-22,paid,orders_07.csv
6503,382,20,2026-07-31,fulfilled,orders_07.csv
6504,27,35,2026-07-04,paid,orders_07.csv
6505,9,20,2026-07-31,paid,orders_07.csv
6506,386,15,2026-07-10,paid,orders_07.csv
6507,38,50,2026-07-14,fulfilled,orders_07.csv
6508,154,120,2026-07-28,cancelled,orders_07.csv
6509,60,35,2026-07-19,paid,orders_07.csv
6510,337,50,2026-07-16,cancelled,orders_07.csv
6511,190,50,2026-07-22,cancelled,orders_07.csv
6512,224,10,2026-07-07,cancelled,orders_07.csv
6513,130,50,2026-07-29,fulfilled,orders_07.csv
6514,355,20,2026-07-06,paid,orders_07.csv
6515,188,50,2026-07-14,paid,orders_07.csv
6516,38,80,2026-07-22,paid,orders_07.csv
6517,350,35,2026-07-20,paid,orders_07.csv
6518,168,120,2026-07-22,paid,orders_07.csv
6519,244,20,2026-07-15,paid,orders_07.csv
6520,167,120,2026-07-15,paid,orders_07.csv
6521,46,15,2026-07-14,cancelled,orders_07.csv
6522,206,15,2026-07-14,paid,orders_07.csv
6523,377,80,2026-07-12,paid,orders_07.csv
6524,340,35,2026-07-13,paid,orders_07.csv
6525,114,80,2026-07-05,paid,orders_07.csv
6526,137,10,2026-07-29,paid,orders_07.csv
6527,70,35,2026-07-17,cancelled,orders_07.csv
6528,331,10,2026-07-14,fulfilled,orders_07.csv
6529,233,20,2026-07-19,cancelled,orders_07.csv
6530,183,20,2026-07-18,fulfilled,orders_07.csv
6531,90,120,2026-07-11,fulfilled,orders_07.csv
6532,10,80,2026-07-23,paid,orders_07.csv
6533,190,10,2026-07-13,paid,orders_07.csv
6534,282,80,2026-07-27,paid,orders_07.csv
6535,128,80,2026-07-21,cancelled,orders_07.csv
6536,394,15,2026-07-31,paid,orders_07.csv
6537,155,80,2026-07-25,paid,orders_07.csv
6538,34,50,2026-07-06,fulfilled,orders_07.csv
6539,341,120,2026-07-28,cancelled,orders_07.csv
6540,102,10,2026-07-02,cancelled,orders_07.csv
6541,212,80,2026-07-18,cancelled,orders_07.csv
6542,15,10,2026-07-09,paid,orders_07.csv
6543,89,10,2026-07-27,paid,orders_07.csv
6544,89,15,2026-07-01,paid,orders_07.csv
6545,365,120,2026-07-09,paid,orders_07.csv
6546,13,10,2026-07-01,paid,orders_07.csv
6547,46,15,2026-07-30,paid,orders_07.csv
6548,172,10,2026-07-16,cancelled,orders_07.csv
6549,164,20,2026-07-12,fulfilled,orders_07.csv
6550,246,120,2026-07-24,paid,orders_07.csv
6551,29,10,2026-07-11,paid,orders_07.csv
6552,136,10,2026-07-06,paid,orders_07.csv
6553,27,80,2026-07-20,paid,orders_07.csv
6554,374,20,2026-07-05,paid,orders_07.csv
6555,252,15,2026-07-17,paid,orders_07.csv
6556,287,120,2026-07-20,paid,orders_07.csv
6557,79,120,2026-07-25,fulfilled,orders_07.csv
6558,152,80,2026-07-13,paid,orders_07.csv
6559,160,120,2026-07-08,paid,orders_07.csv
6560,242,10,2026-07-26,paid,orders_07.csv
6561,78,15,2026-07-19,fulfilled,orders_07.csv
6562,240,120,2026-07-26,paid,orders_07.csv
6563,48,120,2026-07-20,fulfilled,orders_07.csv
6564,223,15,2026-07-19,paid,orders_07.csv
6565,299,15,2026-07-07,paid,orders_07.csv
6566,325,35,2026-07-27,paid,orders_07.csv
6567,133,50,2026-07-25,fulfilled,orders_07.csv
6568,273,20,2026-07-17,paid,orders_07.csv
6569,118,80,2026-07-01,paid,orders_07.csv
6570,263,20,2026-07-08,paid,orders_07.csv
6571,368,80,2026-07-21,fulfilled,orders_07.csv
6572,99,15,2026-07-20,paid,orders_07.csv
6573,340,20,2026-07-10,paid,orders_07.csv
6574,32,15,2026-07-06,fulfilled,orders_07.csv
6575,174,120,2026-07-25,paid,orders_07.csv
6576,162,50,2026-07-13,paid,orders_07.csv
6577,397,50,2026-07-02,paid,orders_07.csv
6578,151,10,2026-07-03,paid,orders_07.csv
6579,122,15,2026-07-17,paid,orders_07.csv
6580,323,15,2026-07-30,fulfilled,orders_07.csv
6581,102,20,2026-07-01,paid,orders_07.csv
6582,260,80,2026-07-26,cancelled,orders_07.csv
6583,186,80,2026-07-28,fulfilled,orders_07.csv
6584,160,120,2026-07-17,paid,orders_07.csv
6585,338,10,2026-07-04,cancelled,orders_07.csv
6586,224,35,2026-07-13,paid,orders_07.csv
6587,343,50,2026-07-09,paid,orders_07.csv
6588,163,120,2026-07-15,fulfilled,orders_07.csv
6589,365,35,2026-07-31,paid,orders_07.csv
6590,229,120,2026-07-18,paid,orders_07.csv
6591,27,10,2026-07-20,fulfilled,orders_07.csv
6592,327,20,2026-07-03,paid,orders_07.csv
6593,286,15,2026-07-02,paid,orders_07.csv
6594,351,50,2026-07-15,paid,orders_07.csv
6595,337,10,2026-07-10,paid,orders_07.csv
6596,267,10,2026-07-14,paid,orders_07.csv
6597,358,10,2026-07-13,paid,orders_07.csv
6598,148,120,2026-07-02,paid,orders_07.csv
6599,55,80,2026-07-17,paid,orders_07.csv
6600,84,120,2026-07-11,cancelled,orders_07.csv
6601,209,15,2026-07-20,paid,orders_07.csv
6602,199,120,2026-07-06,fulfilled,orders_07.csv
6603,174,20,2026-07-23,paid,orders_07.csv
6604,125,35,2026-07-29,cancelled,orders_07.csv
6605,47,20,2026-07-04,fulfilled,orders_07.csv
6606,116,15,2026-07-16,cancelled,orders_07.csv
6607,148,120,2026-07-26,fulfilled,orders_07.csv
6608,367,15,2026-07-13,paid,orders_07.csv
6609,100,35,2026-07-24,paid,orders_07.csv
6610,263,20,2026-07-28,paid,orders_07.csv
6611,131,50,2026-07-01,fulfilled,orders_07.csv
6612,357,15,2026-07-27,cancelled,orders_07.csv
6613,161,15,2026-07-11,paid,orders_07.csv
6614,97,80,2026-07-22,fulfilled,orders_07.csv
6615,1,120,2026-07-02,paid,orders_07.csv
6616,177,10,2026-07-19,paid,orders_07.csv
6617,21,10,2026-07-20,paid,orders_07.csv
6618,163,120,2026-07-08,paid,orders_07.csv
6619,188,20,2026-07-31,paid,orders_07.csv
6620,181,35,2026-07-20,fulfilled,orders_07.csv
6621,57,15,2026-07-10,paid,orders_07.csv
6622,347,35,2026-07-30,cancelled,orders_07.csv
6623,126,120,2026-07-25,paid,orders_07.csv
6624,373,15,2026-07-29,paid,orders_07.csv
6625,158,20,2026-07-27,cancelled,orders_07.csv
6626,167,35,2026-07-21,fulfilled,orders_07.csv
6627,158,15,2026-07-27,paid,orders_07.csv
6628,366,20,2026-07-18,paid,orders_07.csv
6629,89,120,2026-07-12,paid,orders_07.csv
6630,397,15,2026-07-29,cancelled,orders_07.csv
6631,25,120,2026-07-21,cancelled,orders_07.csv
6632,174,35,2026-07-15,fulfilled,orders_07.csv
6633,384,120,2026-07-26,paid,orders_07.csv
6634,175,20,2026-07-24,paid,orders_07.csv
6635,52,10,2026-07-03,paid,orders_07.csv
